Table Key,Table Name,L831ED (NC1),L831EE (NC1),L831EF (NC1),L831EG (NC1),LF6JE0 (NC1),LFG1EK (NC1),LFG1ER (NC1),LFG2EE (NC1),LFG2EF (NC1),LFG2EG (NC1),LFG2EJ (NC1),LFG2EL (NC1),LFG2EM (NC1),LFG2EP (NC1),LFG3EE (NC1),LFG3EF (NC1),LFG3EG (NC1),LFG3EK (NC1),LFG3EN (NC1),LFG7ED (NC1),LFG7EG (NC1),LFG8EF (NC1),LFG8EG (NC1),LFG9EH (NC1),LFH9EC (NC1),LFH9ED (NC1),LFH9EE (NC1),LFH9EF (NC1),LFJ1EC (NC1),LFJ1EE (NC1),LFJ1EF (NC1),LFJ5EG (NC1),LFN3ER (NC1),LFN4EK (NC1),LFN4EP (NC1),LFN5EN (NC1),LFZZE0 (NC1),LFZZEA (NC1),LSYAEA (NC1),L843EC (NC2),L862ED (NC2),LF4WEG (NC2),LF4XED (NC2),LF4XEE (NC2),LF4XEG (NC2),LF5AEG (NC2),LF5BEG (NC2),LF5CEG (NC2),LF5DEG (NC2),LF8HED (NC2),LF9HED (NC2),LF9HEE (NC2),LF9JED (NC2),LF9KEC (NC2),LF9KEE (NC2),LF9RED (NC2),LF9SED (NC2),LF9TEE (NC2),LF9VEB (NC2),LF9WEB (NC2),LF9XEB (NC2),LFAAEB (NC2),LFABEB (NC2),LFACEB (NC2),LFAKEB (NC2),LFDJEA (NC2),LFDKEB (NC2),LFDLEC (NC2),LFDMEA (NC2),LFDNEB (NC2),LFDPEC (NC2),LFFCED (NC2),LFFDED (NC2),LFFEEE (NC2),LFGJED (NC2),LFGKEC (NC2),LFGKED (NC2),LFGLEF (NC2),LFGMEC (NC2),LFGMEE (NC2),LFGNEC (NC2),LFGNEE (NC2),LFGPEF (NC2),LFLEEC (NC2),LFLGEC (NC2),LFLMEA (NC2),LFLMEC (NC2),LFLMED (NC2),LFLNEC (NC2),LFLPE0 (NC2),LFLPEA (NC2),LFLPEB (NC2),LFLPEC (NC2),LFLPED (NC2),LFLREA (NC2),LFLVEB (NC2),LFLWEB (NC2),LFLXE0 (NC2),LFLXEC (NC2),LFMAE0 (NC2),LFMAEB (NC2),LFMAEC (NC2),LFMSEA (NC2)
[Flex] IPW Base - Ethanol Scaling | ETHANOL_CONTENT,[Flex] IPW Base - Ethanol Scaling | ETHANOL_CONTENT,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0E9C,0xF0E9C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0B1C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C,0xF0E9C
Injector Battery Offset,Injector Battery Offset,0xCB680,0xCB704,0xCB71C,0xCB71C,0xCB71C,0xCB6EC,0xCB6EC,0xCB680,0xCB704,0xCB71C,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB680,0xCB704,0xCB71C,0xCB6EC,0xCB6EC,0xCB680,0xCB71C,0xCB71C,0xCB71C,0xCB71C,0xCB680,0xCB704,0xCB71C,0xCB71C,0xCB680,0xCB71C,0xCB71C,0xCB71C,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCC6B0,0xCCE60,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCB6EC,0xCC6B0,0xCCDD0,0xCC6B0,0xCC6B0,0xCCDD0,0xCD0FC,0xCD0FC,0xCD0FC,0xCC994,0xCC994,0xCC994,0xCC994,0xCC994,0xCC994,0xCC6B0,0xCC69C,0xCC69C,0xCC69C,0xCC69C,0xCC69C,0xCC69C,0xCCE60,0xCCE60,0xCCE60,0xD507C,0xCD07C,0xD507C,0xD507C,0xCD07C,0xD507C,0xCD07C,0xD507C,0xD507C,0xD73E8,0xCF34C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xCF678,0xCF678,0xD736C,0xD736C,0xD736C,0xD736C,0xD736C,0xCF34C
Injector Battery Offset | CTRLMOD_V_6CD4,Injector Battery Offset | CTRLMOD_V_6CD4,0xCB65C,0xCB6E0,0xCB6F8,0xCB6F8,0xCB6F8,0xCB6C8,0xCB6C8,0xCB65C,0xCB6E0,0xCB6F8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB65C,0xCB6E0,0xCB6F8,0xCB6C8,0xCB6C8,0xCB65C,0xCB6F8,0xCB6F8,0xCB6F8,0xCB6F8,0xCB65C,0xCB6E0,0xCB6F8,0xCB6F8,0xCB65C,0xCB6F8,0xCB6F8,0xCB6F8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCC68C,0xCCE3C,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCB6C8,0xCC68C,0xCCDAC,0xCC68C,0xCC68C,0xCCDAC,0xCD0D8,0xCD0D8,0xCD0D8,0xCC970,0xCC970,0xCC970,0xCC970,0xCC970,0xCC970,0xCC68C,0xCC678,0xCC678,0xCC678,0xCC678,0xCC678,0xCC678,0xCCE3C,0xCCE3C,0xCCE3C,0xD5058,0xCD058,0xD5058,0xD5058,0xCD058,0xD5058,0xCD058,0xD5058,0xD5058,0xD73C4,0xCF328,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xCF654,0xCF654,0xD7348,0xD7348,0xD7348,0xD7348,0xD7348,0xCF328
Injector Battery Offset | MANIFOLD_VAC_752C,Injector Battery Offset | MANIFOLD_VAC_752C,0xCB61C,0xCB6A0,0xCB6B8,0xCB6B8,0xCB6B8,0xCB688,0xCB688,0xCB61C,0xCB6A0,0xCB6B8,0xCB688,0xCB688,0xCB688,0xCB688,0xCB61C,0xCB6A0,0xCB6B8,0xCB688,0xCB688,0xCB61C,0xCB6B8,0xCB6B8,0xCB6B8,0xCB6B8,0xCB61C,0xCB6A0,0xCB6B8,0xCB6B8,0xCB61C,0xCB6B8,0xCB6B8,0xCB6B8,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCC64C,0xCCDFC,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCB688,0xCC64C,0xCCD6C,0xCC64C,0xCC64C,0xCCD6C,0xCD098,0xCD098,0xCD098,0xCC930,0xCC930,0xCC930,0xCC930,0xCC930,0xCC930,0xCC64C,0xCC638,0xCC638,0xCC638,0xCC638,0xCC638,0xCC638,0xCCDFC,0xCCDFC,0xCCDFC,0xD5018,0xCD018,0xD5018,0xD5018,0xCD018,0xD5018,0xCD018,0xD5018,0xD5018,0xD7384,0xCF2E8,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xCF614,0xCF614,0xD7308,0xD7308,0xD7308,0xD7308,0xD7308,0xCF2E8
IPW Cranking Target,IPW Cranking Target,0xCAB90,0xCAC14,0xCAC2C,0xCAC2C,0xCAC2C,0xCABFC,0xCABFC,0xCAB90,0xCAC14,0xCAC2C,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCAB90,0xCAC14,0xCAC2C,0xCABFC,0xCABFC,0xCAB90,0xCAC2C,0xCAC2C,0xCAC2C,0xCAC2C,0xCAB90,0xCAC14,0xCAC2C,0xCAC2C,0xCAB90,0xCAC2C,0xCAC2C,0xCAC2C,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCBBC0,0xCC338,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCABFC,0xCBBC0,0xCC2E0,0xCBBC0,0xCBBC0,0xCC2E0,0xCC60C,0xCC60C,0xCC60C,0xCBEA4,0xCBEA4,0xCBEA4,0xCBEA4,0xCBEA4,0xCBEA4,0xCBBC0,0xCBBAC,0xCBBAC,0xCBBAC,0xCBBAC,0xCBBAC,0xCBBAC,0xCC338,0xCC338,0xCC338,0xD458C,0xCC58C,0xD458C,0xD458C,0xCC58C,0xD458C,0xCC58C,0xD458C,0xD458C,0xD68C0,0xCE85C,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xCEB88,0xCEB88,0xD6844,0xD6844,0xD6844,0xD6844,0xD6844,0xCE85C
IPW Cranking Target | ECT_6D44,IPW Cranking Target | ECT_6D44,0xCAB54,0xCABD8,0xCABF0,0xCABF0,0xCABF0,0xCABC0,0xCABC0,0xCAB54,0xCABD8,0xCABF0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCAB54,0xCABD8,0xCABF0,0xCABC0,0xCABC0,0xCAB54,0xCABF0,0xCABF0,0xCABF0,0xCABF0,0xCAB54,0xCABD8,0xCABF0,0xCABF0,0xCAB54,0xCABF0,0xCABF0,0xCABF0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCBB84,0xCC2FC,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCABC0,0xCBB84,0xCC2A4,0xCBB84,0xCBB84,0xCC2A4,0xCC5D0,0xCC5D0,0xCC5D0,0xCBE68,0xCBE68,0xCBE68,0xCBE68,0xCBE68,0xCBE68,0xCBB84,0xCBB70,0xCBB70,0xCBB70,0xCBB70,0xCBB70,0xCBB70,0xCC2FC,0xCC2FC,0xCC2FC,0xD4550,0xCC550,0xD4550,0xD4550,0xCC550,0xD4550,0xCC550,0xD4550,0xD4550,0xD6884,0xCE820,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xCEB4C,0xCEB4C,0xD6808,0xD6808,0xD6808,0xD6808,0xD6808,0xCE820
[Flex] IPW Cranking Target,[Flex] IPW Cranking Target,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C,0xED73C
[Flex] IPW Cranking Target | ECT_6D44,[Flex] IPW Cranking Target | ECT_6D44,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700,0xED700
[Flex] IPW Cranking Blend,[Flex] IPW Cranking Blend,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0F20,0xF0F20,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0BA0,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20,0xF0F20
[Flex] IPW Cranking Blend | ETHANOL_CONTENT,[Flex] IPW Cranking Blend | ETHANOL_CONTENT,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0EF4,0xF0EF4,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0B74,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4,0xF0EF4
IPW Min,IPW Min,0xCAB08,0xCAB8C,0xCABA4,0xCABA4,0xCABA4,0xCAADC,0xCAADC,0xCAB08,0xCAB8C,0xCABA4,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAB08,0xCAB8C,0xCABA4,0xCAADC,0xCAADC,0xCAB08,0xCABA4,0xCABA4,0xCABA4,0xCABA4,0xCAB08,0xCAB8C,0xCABA4,0xCABA4,0xCAB08,0xCABA4,0xCABA4,0xCABA4,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCBB38,0xCC1AC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCAADC,0xCBB38,0xCC258,0xCBB38,0xCBB38,0xCC258,0xCC4EC,0xCC4EC,0xCC4EC,0xCBD84,0xCBD84,0xCBD84,0xCBD84,0xCBD84,0xCBD84,0xCBB38,0xCBA8C,0xCBA8C,0xCBA8C,0xCBA8C,0xCBA8C,0xCBA8C,0xCC1AC,0xCC1AC,0xCC1AC,0xD446C,0xCC46C,0xD446C,0xD446C,0xCC46C,0xD446C,0xCC46C,0xD446C,0xD446C,0xD6734,0xCE7D4,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xCEA68,0xCEA68,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xD66B8,0xCE7D4
IPW Min | ECT,IPW Min | ECT,0xCAAEC,0xCAB70,0xCAB88,0xCAB88,0xCAB88,,,0xCAAEC,0xCAB70,0xCAB88,,,,,0xCAAEC,0xCAB70,0xCAB88,,,0xCAAEC,0xCAB88,0xCAB88,0xCAB88,0xCAB88,0xCAAEC,0xCAB70,0xCAB88,0xCAB88,0xCAAEC,0xCAB88,0xCAB88,0xCAB88,,,,,,,,0xCBB1C,,,,,,,,,,,0xCBB1C,0xCC23C,0xCBB1C,0xCBB1C,0xCC23C,,,,,,,,,,0xCBB1C,,,,,,,,,,,,,,,,,,,,0xCE7B8,,,,,,,,,,,,,,,,,,0xCE7B8
Injector Scaling,Injector Scaling,0xCB5DC,0xCB660,0xCB678,0xCB678,0xCB678,0xCB648,0xCB648,0xCB5DC,0xCB660,0xCB678,0xCB648,0xCB648,0xCB648,0xCB648,0xCB5DC,0xCB660,0xCB678,0xCB648,0xCB648,0xCB5DC,0xCB678,0xCB678,0xCB678,0xCB678,0xCB5DC,0xCB660,0xCB678,0xCB678,0xCB5DC,0xCB678,0xCB678,0xCB678,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCC60C,0xCCDBC,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCB648,0xCC60C,0xCCD2C,0xCC60C,0xCC60C,0xCCD2C,0xCD058,0xCD058,0xCD058,0xCC8F0,0xCC8F0,0xCC8F0,0xCC8F0,0xCC8F0,0xCC8F0,0xCC60C,0xCC5F8,0xCC5F8,0xCC5F8,0xCC5F8,0xCC5F8,0xCC5F8,0xCCDBC,0xCCDBC,0xCCDBC,0xD4FD8,0xCCFD8,0xD4FD8,0xD4FD8,0xCCFD8,0xD4FD8,0xCCFD8,0xD4FD8,0xD4FD8,0xD7344,0xCF2A8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xCF5D4,0xCF5D4,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xD72C8,0xCF2A8
Injector Scaling | MANIFOLD_VAC_752C,Injector Scaling | MANIFOLD_VAC_752C,0xCB59C,0xCB620,0xCB638,0xCB638,0xCB638,0xCB608,0xCB608,0xCB59C,0xCB620,0xCB638,0xCB608,0xCB608,0xCB608,0xCB608,0xCB59C,0xCB620,0xCB638,0xCB608,0xCB608,0xCB59C,0xCB638,0xCB638,0xCB638,0xCB638,0xCB59C,0xCB620,0xCB638,0xCB638,0xCB59C,0xCB638,0xCB638,0xCB638,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCC5CC,0xCCD7C,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCB608,0xCC5CC,0xCCCEC,0xCC5CC,0xCC5CC,0xCCCEC,0xCD018,0xCD018,0xCD018,0xCC8B0,0xCC8B0,0xCC8B0,0xCC8B0,0xCC8B0,0xCC8B0,0xCC5CC,0xCC5B8,0xCC5B8,0xCC5B8,0xCC5B8,0xCC5B8,0xCC5B8,0xCCD7C,0xCCD7C,0xCCD7C,0xD4F98,0xCCF98,0xD4F98,0xD4F98,0xCCF98,0xD4F98,0xCCF98,0xD4F98,0xD4F98,0xD7304,0xCF268,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xCF594,0xCF594,0xD7288,0xD7288,0xD7288,0xD7288,0xD7288,0xCF268
Injector Scaling - Global Multiplier,Injector Scaling - Global Multiplier,0xCAA38,0xCAABC,0xCAAD4,0xCAAD4,0xCAAD4,0xCAAD8,0xCAAD8,0xCAA38,0xCAABC,0xCAAD4,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAA38,0xCAABC,0xCAAD4,0xCAAD8,0xCAAD8,0xCAA38,0xCAAD4,0xCAAD4,0xCAAD4,0xCAAD4,0xCAA38,0xCAABC,0xCAAD4,0xCAAD4,0xCAA38,0xCAAD4,0xCAAD4,0xCAAD4,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCBA68,0xCC1A8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCAAD8,0xCBA68,0xCC188,0xCBA68,0xCBA68,0xCC188,0xCC4E8,0xCC4E8,0xCC4E8,0xCBD80,0xCBD80,0xCBD80,0xCBD80,0xCBD80,0xCBD80,0xCBA68,0xCBA88,0xCBA88,0xCBA88,0xCBA88,0xCBA88,0xCBA88,0xCC1A8,0xCC1A8,0xCC1A8,0xD4468,0xCC468,0xD4468,0xD4468,0xCC468,0xD4468,0xCC468,0xD4468,0xD4468,0xD6730,0xCE704,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xCEA64,0xCEA64,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xD66B4,0xCE704
Injector Scaling - Multiplier | Cylinder 1,Injector Scaling - Multiplier | Cylinder 1,0xCAA60,0xCAAE4,0xCAAFC,0xCAAFC,0xCAAFC,0xCAB04,0xCAB04,0xCAA60,0xCAAE4,0xCAAFC,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAA60,0xCAAE4,0xCAAFC,0xCAB04,0xCAB04,0xCAA60,0xCAAFC,0xCAAFC,0xCAAFC,0xCAAFC,0xCAA60,0xCAAE4,0xCAAFC,0xCAAFC,0xCAA60,0xCAAFC,0xCAAFC,0xCAAFC,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCBA90,0xCC1D4,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCAB04,0xCBA90,0xCC1B0,0xCBA90,0xCBA90,0xCC1B0,0xCC514,0xCC514,0xCC514,0xCBDAC,0xCBDAC,0xCBDAC,0xCBDAC,0xCBDAC,0xCBDAC,0xCBA90,0xCBAB4,0xCBAB4,0xCBAB4,0xCBAB4,0xCBAB4,0xCBAB4,0xCC1D4,0xCC1D4,0xCC1D4,0xD4494,0xCC494,0xD4494,0xD4494,0xCC494,0xD4494,0xCC494,0xD4494,0xD4494,0xD675C,0xCE72C,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xCEA90,0xCEA90,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xD66E0,0xCE72C
Injector Scaling - Multiplier | Cylinder 2,Injector Scaling - Multiplier | Cylinder 2,0xCAA5C,0xCAAE0,0xCAAF8,0xCAAF8,0xCAAF8,0xCAB00,0xCAB00,0xCAA5C,0xCAAE0,0xCAAF8,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAA5C,0xCAAE0,0xCAAF8,0xCAB00,0xCAB00,0xCAA5C,0xCAAF8,0xCAAF8,0xCAAF8,0xCAAF8,0xCAA5C,0xCAAE0,0xCAAF8,0xCAAF8,0xCAA5C,0xCAAF8,0xCAAF8,0xCAAF8,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCBA8C,0xCC1D0,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCAB00,0xCBA8C,0xCC1AC,0xCBA8C,0xCBA8C,0xCC1AC,0xCC510,0xCC510,0xCC510,0xCBDA8,0xCBDA8,0xCBDA8,0xCBDA8,0xCBDA8,0xCBDA8,0xCBA8C,0xCBAB0,0xCBAB0,0xCBAB0,0xCBAB0,0xCBAB0,0xCBAB0,0xCC1D0,0xCC1D0,0xCC1D0,0xD4490,0xCC490,0xD4490,0xD4490,0xCC490,0xD4490,0xCC490,0xD4490,0xD4490,0xD6758,0xCE728,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xCEA8C,0xCEA8C,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xD66DC,0xCE728
